Price,Close,High,Low,Open,Volume
Ticker,GP,GP,GP,GP,GP
Date,,,,,
2025-03-14,0.5569999814033508,0.5799999833106995,0.5199999809265137,0.5600000023841858,52600
2025-03-17,0.5699999928474426,0.5899999737739563,0.5299999713897705,0.5600000023841858,84800
2025-03-18,0.5870000123977661,0.5899999737739563,0.5389999747276306,0.5899999737739563,14100
2025-03-19,0.5720000267028809,0.6000000238418579,0.5600000023841858,0.5920000076293945,18100
2025-03-20,0.593999981880188,0.6439999938011169,0.5699999928474426,0.5830000042915344,91600
2025-03-21,0.5699999928474426,0.5960000157356262,0.5600000023841858,0.5799999833106995,18800
2025-03-24,0.5509999990463257,0.6000000238418579,0.5400000214576721,0.5699999928474426,69600
2025-03-25,0.550000011920929,0.5680000185966492,0.5400000214576721,0.550000011920929,14300
2025-03-26,0.5709999799728394,0.5709999799728394,0.5400000214576721,0.5400000214576721,34600
2025-03-27,0.5600000023841858,0.5799999833106995,0.5400000214576721,0.550000011920929,44100
2025-03-28,0.5370000004768372,0.5899999737739563,0.5040000081062317,0.5789999961853027,29200
2025-03-31,0.49000000953674316,0.5479999780654907,0.47999998927116394,0.5170000195503235,65900
2025-04-01,0.4699999988079071,0.49000000953674316,0.4099999964237213,0.4830000102519989,220700
2025-04-02,0.5099999904632568,0.5099999904632568,0.46000000834465027,0.46000000834465027,59400
2025-04-03,0.4399999976158142,0.5,0.4399999976158142,0.4729999899864197,69500
2025-04-04,0.4620000123977661,0.5,0.44999998807907104,0.46700000762939453,76900
2025-04-07,0.4399999976158142,0.4560000002384186,0.4099999964237213,0.4440000057220459,66500
2025-04-08,0.4300000071525574,0.5,0.41999998688697815,0.46700000762939453,53000
2025-04-09,0.4300000071525574,0.44200000166893005,0.4099999964237213,0.4300000071525574,111200
2025-04-10,0.41999998688697815,0.44600000977516174,0.41999998688697815,0.44600000977516174,40100
2025-04-11,0.4300000071525574,0.4519999921321869,0.42899999022483826,0.4339999854564667,58700
2025-04-14,0.4259999990463257,0.46000000834465027,0.41999998688697815,0.4399999976158142,144000
2025-04-15,0.4429999887943268,0.47999998927116394,0.4309999942779541,0.4779999852180481,82300
2025-04-16,0.4309999942779541,0.44699999690055847,0.4300000071525574,0.44699999690055847,18200
2025-04-17,0.43799999356269836,0.44999998807907104,0.4259999990463257,0.4399999976158142,8400
2025-04-21,0.41999998688697815,0.44600000977516174,0.41999998688697815,0.4300000071525574,13500
2025-04-22,0.41999998688697815,0.44999998807907104,0.41999998688697815,0.44200000166893005,35500
2025-04-23,0.43299999833106995,0.44999998807907104,0.41999998688697815,0.43799999356269836,48300
2025-04-24,0.4399999976158142,0.46000000834465027,0.4399999976158142,0.4569999873638153,21000
2025-04-25,0.43799999356269836,0.44699999690055847,0.41999998688697815,0.4399999976158142,17600
2025-04-28,0.4399999976158142,0.44999998807907104,0.41999998688697815,0.4399999976158142,15700
2025-04-29,0.4399999976158142,0.44999998807907104,0.4300000071525574,0.4399999976158142,27900
2025-04-30,0.44999998807907104,0.44999998807907104,0.42100000381469727,0.4309999942779541,33300
2025-05-01,0.46000000834465027,0.4699999988079071,0.4300000071525574,0.46000000834465027,55000
2025-05-02,0.44999998807907104,0.46000000834465027,0.4320000112056732,0.44999998807907104,46000
2025-05-05,0.44999998807907104,0.4699999988079071,0.44699999690055847,0.4690000116825104,31100
2025-05-06,0.4339999854564667,0.453000009059906,0.4300000071525574,0.4300000071525574,24400
2025-05-07,0.44999998807907104,0.46000000834465027,0.43299999833106995,0.46000000834465027,11500
2025-05-08,0.4449999928474426,0.4569999873638153,0.4300000071525574,0.4569999873638153,22200
2025-05-09,0.4350000023841858,0.44999998807907104,0.4129999876022339,0.4399999976158142,99900
